index,MainID,OtherID,RA,DEC,X_mos,Y_mos,mag130,dmag130,mag139, dmag139,color,dcolor,Delta130,Delta139,Nr_IR
0,0,44-1078,83.62638127,-5.457796715,10112.93708,7947.759999,9.79719,0.0200096,9.77856,0.20154,-0.0771351,0.115685,0.0610695,0.563724,3
1,1,26-47-65,83.60899771,-5.441776639,10598.80566,8397.328145,10.9083,0.0185066,10.6736,0.0265132,0.240065,0.0172287,0.0611172,0.0769806,4
2,2,48,83.6163478,-5.442952953,10393.40753,8364.360953,11.7239,0.0109769,11.5305,0.0177515,0.195181,0.00717064,0.0273504,0.0428772,2
3,3,122,83.63294382,-5.443574706,9929.648054,8347.017071,12.1459,0.0300123,12.1324,0.0124562,0.0306892,0.0207105,0.0713882,0.026536,2
4,4,50,83.61754036,-5.444362865,10360.07306,8324.792596,13.3779,0.0103522,13.4268,0.0228317,-0.0532584,0.018213,0.0280094,0.0634899,2
5,5,27-49-67,83.60019909,-5.440294899,10844.68505,8438.855152,13.6083,0.0131712,13.1289,0.00630562,0.483117,0.00306582,0.0382137,0.0181913,4
6,6,68-3209,83.62495811,-5.421466377,10152.94479,8967.553107,13.2284,0.0132644,13.3092,0.0140082,-0.0934917,0.0160946,0.0340614,0.0423231,3
7,7,69,83.62240094,-5.431073199,10224.33993,8697.870091,13.7699,0.00403174,13.8486,0.00431242,-0.0787315,0.00533006,0.00882912,0.0105276,2
8,8,128,83.642761,-5.443063945,9655.322571,8361.412655,16.3695,0.00180537,16.1528,0.010722,0.20598,0.0210364,0.00347519,0.0248451,2
9,9,54-1087,83.6191869,-5.461625347,10313.94369,7840.241328,17.994,0.0298316,18.462,0.0135199,-0.458947,0.0157417,0.0927563,0.0354309,3
10,10,3216-3222,83.62898611,-5.419634861,10040.39497,9018.990171,19.9822,0.318089,19.2613,0.0060152,0.459246,0.103591,0.736464,0.00850677,3
11,11,137-3217,83.63764521,-5.434568448,9798.327987,8599.853558,19.7007,0.197031,19.4956,0.0726639,0.236051,0.127822,0.477001,0.20203,3
12,12,59-1090,83.61855812,-5.465540166,10331.48658,7730.346992,19.8975,0.0718851,19.6124,0.118974,0.223676,0.0553353,0.168249,0.281,3
13,13,77-3219,83.62611475,-5.420471415,10120.62935,8995.489501,19.8696,0.0876691,20.0889,0.144924,-0.371724,0.419277,0.268259,0.429001,3
14,14,144,83.62780554,-5.453383687,10073.16727,8071.644044,20.7335,0.0602632,20.5574,0.0886062,0.0845028,0.125505,0.132723,0.248777,2
15,15,36-61-79,83.60578255,-5.436322409,10688.69088,8550.406339,20.3887,0.189304,20.0992,0.0806481,0.249412,0.213638,0.566,0.230999,4
16,16,60-1096,83.62154133,-5.450376034,10248.23031,8156.028506,20.182,0.127975,19.9954,0.0646429,0.190781,0.129484,0.295387,0.189554,3
17,17,40-83,83.59821968,-5.439802937,10900.00136,8452.649375,20.902,0.281359,20.4036,0.0810282,0.395778,0.510569,0.785786,0.237999,3
18,18,142,83.64248048,-5.442491287,9663.164527,8377.485701,20.4862,0.0030205,20.3842,0.0218852,0.0578942,0.0781799,0.00600052,0.0489998,2
19,19,-,83.6291751,-5.419818378,10035.11259,9013.839994,20.7717,0.0222589,20.4885,0.0906772,0.511661,0.424834,0.0314789,0.178501,1
20,20,41,83.60788774,-5.443519889,10629.80968,8348.386508,21.4506,0.317584,20.449,0.164592,0.745365,0.11022,0.784855,0.483999,2
21,21,82-3223,83.63005552,-5.423908526,10010.48331,8899.033967,20.9768,0.229365,20.415,0.0512997,0.64903,0.311517,0.544502,0.145,3
22,22,1102,83.61644154,-5.45256996,10390.7208,8094.40958,21.3462,0.281347,21.3341,0.0367322,0.0120697,0.265647,0.657642,0.0914211,2
23,23,-,83.62029753,-5.425101576,10283.159,8865.48115,22.1205,0.096873,20.9277,0.180184,1.288,0.199404,0.136999,0.35821,1
24,24,46,83.58125825,-5.453506001,11373.85338,8067.861338,10.6626,0.0945604,10.5339,0.0093284,0.10146,0.0743292,0.201239,0.0221453,2
25,25,45,83.58123064,-5.45336727,11374.6261,8071.755297,10.6797,0.0308939,10.5277,0.0850621,0.0639976,0.0138642,0.0549469,0.207,2
26,28,70,83.59446447,-5.428680026,11005.02651,8764.843434,16.7138,0.00103431,16.4939,0.0208662,0.228361,0.0123665,0.00200081,0.0581169,2
27,29,71,83.60213384,-5.425739143,10790.73209,8847.454429,18.4745,0.0559423,18.2082,0.043564,0.234465,0.0230509,0.143248,0.0910511,2
28,30,73,83.59528801,-5.420708098,10982.07656,8988.624517,19.1115,0.00768519,18.8624,0.0891352,0.2478,0.0646479,0.0173988,0.23633,2
29,31,-,83.58774085,-5.438089799,11192.83625,8500.653662,19.1612,0.0201293,18.9721,0.0205897,0.189663,0.00896076,0.0284672,0.0411396,1
30,32,56-76,83.60166417,-5.446440143,10803.69743,8266.367536,19.7038,0.0717951,19.0818,0.0289433,0.624784,0.0665448,0.192341,0.0809994,3
31,33,75,83.60324418,-5.431660702,10759.65901,8681.242849,19.4954,0.473104,19.372,0.204146,0.176464,0.210517,1.35848,0.512077,2
32,34,57-74,83.60151327,-5.440544507,10807.95949,8431.85865,19.5776,0.0821807,19.0525,0.0855991,0.543345,0.11528,0.193085,0.253651,3
33,35,-,83.57677926,-5.435427155,11499.17191,8575.301659,20.2163,0.0136691,19.5459,0.00443587,0.670471,0.00923319,0.019331,0.00627327,1
34,37,62,83.58591588,-5.45987973,11243.64943,7888.988235,20.3265,0.241163,20.1094,0.0348432,-0.0732693,0.361929,0.660707,0.0775719,2
35,38,81,83.60314917,-5.42510353,10762.36391,8865.303952,20.5316,0.27169,20.1063,0.130229,0.355248,0.354552,0.643999,0.323639,2
36,39,-,83.60552051,-5.430672896,10696.05571,8708.987892,21.0007,0.0556257,20.5243,0.0380574,0.576167,0.144138,0.0786667,0.073,1
37,42,-,83.59499633,-5.441635138,10990.05998,8401.193616,20.7235,0.0996459,20.6487,0.0208185,0.00860596,0.142857,0.140921,0.0294418,1
38,43,-,83.58411681,-5.433517415,11294.1458,8628.971739,22.3875,0.310421,21.4457,0.357414,0.936501,0.754484,0.439001,0.629543,1
39,51,1039-1040-1082,83.59987421,-5.4763055,10853.48308,7428.02447,13.8732,0.0366342,14.0238,0.038855,-0.153075,0.00249785,0.125285,0.117202,4
40,52,1083,83.60589346,-5.462652949,10685.39388,7811.301275,14.8996,0.017485,14.6482,0.019145,0.244598,0.0230243,0.0462532,0.043725,2
41,53,1042-1085,83.60588904,-5.464068377,10685.50686,7771.569775,17.3995,0.0491399,17.1347,0.00745938,0.242395,0.062435,0.117746,0.0185204,3
42,55,1043-1088,83.60227372,-5.461264995,10786.55062,7850.234251,18.7843,0.0245716,18.5199,0.0133921,0.235541,0.127153,0.04459,0.0380001,3
43,58,1093,83.61010646,-5.467674642,10567.63373,7670.371946,19.8251,0.0472451,19.615,0.0142447,0.210164,0.0471755,0.110909,0.031496,2
44,63,3111,83.61387185,-5.406170386,10462.85742,9396.841106,9.47681,0.0150224,9.68581,0.0381376,-0.205039,0.0376504,0.0365925,0.0932684,2
45,64,3112-3273-3356,83.60901311,-5.405244293,10598.64432,9422.802237,10.0806,0.0207877,10.0264,0.104301,0.0387624,0.107863,0.0569897,0.294035,4
46,66,3114-3208,83.61881847,-5.416050568,10324.55332,9119.535552,11.0652,0.00781048,10.9107,0.0352035,0.122496,0.0381885,0.0186625,0.103269,3
47,72,-,83.60303715,-5.417467325,10765.55259,9079.653758,18.6815,0.0120668,18.3537,0.00925181,0.333129,0.0129111,0.017065,0.0165882,1
48,78,-,83.62195132,-5.411302964,10237.03764,9252.823268,19.9471,0.140759,20.4503,0.0499005,-0.438711,0.0711196,0.279148,0.07057,1
49,80,-,83.60201497,-5.415524455,10794.13237,9134.183019,20.2699,0.0397435,20.0729,0.0510186,0.202983,0.348005,0.0562057,0.0721512,1
50,84,121-158-189,83.6661634,-5.444972952,9001.363411,8307.94765,10.1094,0.0147232,10.0749,0.0710561,0.0306142,0.0656803,0.0470829,0.204515,4
51,85,123-159,83.66477469,-5.454790058,9040.122491,8032.3728,12.7277,0.00399403,12.4078,0.0131056,0.32956,0.00753459,0.00999451,0.0346403,3
52,86,193-3073,83.68502826,-5.435024388,8474.249423,8587.285264,12.8606,0.0142874,13.0513,0.0188883,-0.193241,0.0258926,0.036871,0.0596037,3
53,87,-,83.6737609,-5.44802852,8789.048754,8222.211108,12.5787,0.0186275,12.5079,0.0200318,0.0708472,0.00310446,0.036808,0.040061,1
54,88,191,83.67005769,-5.444061878,8892.547236,8333.539401,12.6616,0.0534426,12.534,0.0352932,0.127635,0.0192215,0.123031,0.0887012,2
55,89,1178,83.67010811,-5.469291606,8891.024583,7625.335691,12.4762,0.0104976,12.5929,0.00715013,-0.102797,0.0241891,0.0148458,0.0101118,2
56,90,161,83.67014977,-5.469266912,8889.860611,7626.029057,12.6109,0.175439,12.6862,0.16829,-0.075304,0.010066,0.325577,0.319991,2
57,91,127-162,83.66206207,-5.456958874,9115.910967,7971.480673,15.1123,0.0151102,14.7787,0.021906,0.334055,0.011516,0.048357,0.0601349,3
58,92,267,83.69012583,-5.448695555,8331.753971,8203.551335,15.8906,0.0158843,15.8742,0.00122075,0.0236487,0.0143737,0.0414515,0.00212669,2
59,93,-,83.68683273,-5.439411957,8423.808916,8464.131987,16.1581,0.00408521,16.5428,0.0182418,-0.386333,0.00911858,0.00577736,0.0427246,1
60,94,129-163-197,83.66941679,-5.447931316,8910.438699,8224.920579,16.503,0.00950499,16.8549,0.0178928,-0.340963,0.0228788,0.0284138,0.0536404,4
61,95,272,83.699945,-5.451378779,8057.364881,8128.265192,17.4379,0.0158298,17.2511,0.000955886,0.18577,0.0185449,0.0359993,0.00190926,2
62,96,168-274-1187,83.67578526,-5.455772618,8732.448342,8004.841206,18.3206,0.0185384,18.0542,0.028182,0.261563,0.0376346,0.0491257,0.0759602,4
63,97,165-1183,83.67325622,-5.460279825,8803.097803,7878.312167,17.7453,0.0320582,17.4854,0.0123284,0.274128,0.0503765,0.0936642,0.0321693,3
64,98,202-210,83.68223751,-5.440487752,8552.212759,8433.916787,17.7968,0.0361129,17.5063,0.017855,0.272242,0.0216512,0.0810013,0.0429611,3
65,99,-,83.67704146,-5.451772028,8697.362957,8117.143869,17.8535,0.00932221,17.6881,0.00149571,0.150545,0.0102501,0.0131836,0.00211525,1
66,100,167-1186,83.67153608,-5.459083964,8851.168865,7911.872735,18.1551,0.0118886,17.8969,0.0136203,0.258871,0.00898824,0.0319061,0.035553,3
67,101,275,83.69807545,-5.455091853,8109.594336,8024.032625,18.2131,0.108047,18.0712,0.00927954,0.129457,0.0745586,0.300194,0.0182476,2
68,102,170-1189,83.67332945,-5.456757229,8801.067062,7977.192498,18.9154,0.0613842,18.6865,0.0185128,0.225703,0.0555428,0.184334,0.0503445,3
69,103,277,83.69001373,-5.454500663,8334.865689,8040.600385,18.8774,0.0769757,18.6101,0.0358078,0.242445,0.0895791,0.197084,0.0943699,2
70,104,-,83.6750909,-5.447454866,8751.886416,8238.319367,19.1683,0.0108395,18.884,0.0113021,0.284345,0.0221416,0.0153294,0.0159836,1
71,105,133-174-203,83.6630716,-5.450806331,9087.731344,8144.188798,19.4125,0.0168108,19.0688,0.00945602,0.341945,0.00552413,0.0440006,0.0266895,4
72,106,280,83.69539296,-5.446553423,8184.579746,8263.699374,19.1367,0.0287614,19.5817,0.0173785,-0.444224,0.0436543,0.0761185,0.0414734,2
73,107,177-1193,83.68059619,-5.464600104,8597.980717,7757.071543,19.8263,0.019807,19.4663,0.0387328,0.348217,0.00689078,0.0486889,0.116661,3
74,108,178-1195,83.67265771,-5.461448372,8819.816867,7845.508197,19.8045,0.0295984,19.5278,0.0090015,0.276465,0.0282034,0.0702019,0.0224934,3
75,109,139-181-207,83.66233209,-5.453487759,9108.382674,8068.91697,20.0127,0.0915679,19.8372,0.0483198,0.0607962,0.216404,0.233999,0.164173,4
76,110,-,83.68462297,-5.444234289,8485.539644,8328.759857,20.1204,0.0235092,19.919,0.0389673,0.206369,0.0302217,0.033247,0.0759869,1
77,111,211,83.683735,-5.439427685,8510.371453,8463.678874,20.3994,0.0347411,20.2337,0.00590979,0.164027,0.037599,0.0491314,0.0130215,2
78,112,213,83.67305866,-5.439044805,8808.711112,8474.382939,20.5803,0.251386,20.5975,0.0352244,0.0335758,0.23059,0.691576,0.0887165,2
79,113,288-1201,83.67863728,-5.45303018,8652.765273,8081.833828,21.0231,0.570733,20.7976,0.0246646,0.0277372,0.685138,1.65087,0.0653877,3
80,114,186,83.66677025,-5.457671519,8984.346609,7951.498861,21.3867,0.39855,20.8935,0.125401,0.401034,0.582027,0.95092,0.310516,2
81,115,149-187-216,83.66293876,-5.450639492,9091.444283,8148.871391,21.516,0.189958,20.9123,0.0340699,0.570533,0.173238,0.523001,0.0817032,4
82,116,290,83.69522488,-5.453955751,8189.251708,8055.91401,21.025,0.061594,21.0091,0.0728203,0.0413704,0.571872,0.148932,0.16,2
83,117,3105,83.69150246,-5.438066221,8293.323486,8501.923777,20.9155,0.613627,21.1335,0.0201608,-0.231088,0.644257,1.80844,0.0389996,2
84,118,220,83.68053152,-5.43885869,8599.890988,8479.6382,21.2836,0.63245,21.0838,0.0291288,0.0871607,0.637425,1.60897,0.0730915,2
85,119,155-226,83.65867305,-5.44762422,9210.657649,8233.489886,21.6231,0.643129,21.291,0.0561643,0.335956,0.615777,2.02567,0.180609,3
86,120,-,83.67845977,-5.463960144,8657.68062,7775.02672,21.6409,0.710146,21.2941,0.0364276,0.346802,0.746041,1.40724,0.069355,1
87,124,-,83.63342983,-5.461844673,9915.953544,7834.177444,13.0075,0.00776244,12.8272,0.0158202,0.180302,0.0080578,0.0109777,0.0223732,1
88,125,-,83.64096151,-5.455040481,9705.536675,8025.217961,13.0085,0.000738413,13.1063,0.00605229,-0.103782,0.00166564,0.00104427,0.00855923,1
89,126,195,83.65692266,-5.439306621,9259.612146,8466.958019,13.3352,0.0338105,13.5288,0.0182295,-0.185631,0.0125975,0.0858526,0.0465746,2
90,130,-,83.64714134,-5.447134973,9532.896678,8247.162534,17.9337,0.0159807,17.6305,0.00149571,0.286399,0.00622155,0.0226002,0.00211525,1
91,131,-,83.6397361,-5.452851375,9739.791495,8086.659541,18.6646,0.296199,18.19,0.302635,0.474552,0.00643599,0.418888,0.42799,1
92,132,-,83.63965007,-5.452859256,9742.19541,8086.437814,19.0006,0.771374,18.8,0.46674,0.200592,0.304633,1.09089,0.66007,1
93,134,173,83.64463361,-5.468814793,9602.848254,7638.590796,19.48,0.0238181,19.1361,0.014336,0.337925,0.0123546,0.0529232,0.0284863,2
94,135,206,83.65316359,-5.446646082,9364.616465,8260.918259,19.5702,0.0289153,19.1772,0.00290429,0.388546,0.02471,0.0559158,0.00564766,2
95,136,175,83.64239827,-5.465968632,9665.325676,7718.470447,19.5967,0.049649,19.2421,0.00183061,0.354637,0.0492242,0.097538,0.00328064,2
96,138,205,83.66273709,-5.438545807,9097.138095,8488.342918,19.9003,0.118882,19.5165,0.0579018,0.423053,0.0731125,0.296999,0.159044,2
97,140,183,83.65355175,-5.455090707,9353.725202,8023.877696,20.3391,0.222986,19.8816,0.00168258,0.383286,0.152413,0.594418,0.00328255,2
98,141,-,83.64286613,-5.446071848,9652.367334,8276.980677,20.4295,0.0318806,19.9052,0.0074138,0.524215,0.0392944,0.0450859,0.0104847,1
99,143,-,83.64002453,-5.456705724,9731.70904,7978.46871,20.6893,0.166424,20.3889,0.0133924,0.220262,0.817026,0.235359,0.0267048,1
100,145,214,83.64871224,-5.43603433,9489.061255,8558.768896,21.0757,0.164254,20.636,0.0360755,0.436513,0.184063,0.439066,0.0982914,2
101,146,217,83.65445811,-5.441335424,9328.470777,8409.996431,21.1615,0.0324177,20.6777,0.0434074,0.469848,0.0778772,0.0619946,0.0990009,2
102,147,-,83.64688624,-5.452957684,9539.99254,8083.716227,20.9257,0.0259355,20.8475,0.039087,0.0456638,0.0372457,0.0366783,0.0838661,1
103,148,223,83.66126733,-5.446914659,9138.167942,8253.42022,21.8398,0.252289,20.9424,0.032471,0.887,0.242826,0.597,0.0968456,2
104,150,188,83.65116044,-5.45467112,9420.548353,8035.642937,21.7092,0.34261,21.055,0.0274414,0.614466,0.327007,0.816792,0.0580006,2
105,151,219,83.64492964,-5.436358207,9594.76075,8549.656695,21.2755,0.0786296,21.2412,0.014569,0.191732,0.477381,0.155512,0.0349998,2
106,152,-,83.64934246,-5.452533742,9471.360054,8095.62985,21.7588,0.127042,21.2726,0.082377,0.657295,0.391966,0.179665,0.161001,1
107,153,3225,83.6344519,-5.43607756,9887.552916,8557.473146,21.7063,0.391607,21.3297,0.0353614,0.558069,0.465927,0.930666,0.0819283,2
108,154,227,83.65022184,-5.429049064,9446.914994,8754.85521,21.766,0.121787,21.4953,0.0475292,0.290334,0.0830323,0.24,0.125458,2
109,156,-,83.63902492,-5.436399265,9759.762176,8548.470212,21.4948,0.0172445,21.4313,0.0995334,0.113819,0.0506571,0.0243874,0.199026,1
110,157,-,83.64513265,-5.451222617,9589.003414,8132.410188,21.9558,0.161464,21.4496,0.01363,0.691127,0.343415,0.228344,0.0192757,1
111,160,-,83.65873105,-5.461256454,9208.968207,7850.830257,12.7852,0.0665534,12.6856,0.034031,0.0724063,0.00258343,0.133081,0.0651379,1
112,164,1180,83.66395115,-5.465931363,9063.08147,7719.629997,17.1353,0.0446897,16.5512,0.0154495,0.569078,0.195148,0.108227,0.0306587,2
113,166,1143-1184,83.65088085,-5.476883391,9428.240879,7412.137841,18.1317,0.0225203,17.7362,0.0153676,0.404129,0.0227347,0.0594788,0.0386257,3
114,169,1144-1188,83.65777945,-5.480690653,9235.45984,7305.303123,18.5666,0.0491897,18.2338,0.0330282,0.364602,0.0134639,0.135883,0.0995674,3
115,171,279-1191,83.67548462,-5.455226511,8740.85138,8020.169296,19.2394,0.050835,18.9737,0.00518481,0.261196,0.0549115,0.105,0.0125065,3
116,172,-,83.65673614,-5.466851035,9264.68301,7693.779033,19.4582,0.0208792,18.9602,0.00739357,0.498008,0.0282728,0.0295277,0.0104561,1
117,176,1147,83.65142038,-5.484856663,9413.122533,7188.329151,19.7142,0.0432463,19.4321,0.0345913,0.272551,0.0413895,0.0984898,0.067625,2
118,179,1146-1194,83.66009248,-5.474174841,9170.861848,7488.215021,20.1333,0.176141,19.2695,0.030577,0.683362,0.275336,0.486782,0.089201,3
119,180,1149-1196,83.65398322,-5.472137679,9341.578971,7545.367508,20.0088,0.115163,19.4859,0.0173445,0.455256,0.207547,0.285994,0.043108,3
120,182,1150-1198,83.66065264,-5.482178492,9155.170145,7263.553502,20.0519,0.119755,19.7313,0.0148278,0.292463,0.080791,0.295389,0.0360012,3
121,184,1153-1203,83.66241001,-5.476593693,9106.093087,7420.328654,21.4,0.290514,20.4823,0.0820317,0.772311,0.187196,0.880375,0.27507,3
122,185,-,83.64865906,-5.473347274,9490.341919,7511.385396,20.7385,0.149251,20.56,0.0278277,0.423347,0.420774,0.211073,0.0549984,1
123,190,2912-3071,83.67853937,-5.421218661,8655.632073,8974.789769,12.0711,0.0163697,11.8353,0.0127208,0.221638,0.00444425,0.0488367,0.0375118,3
124,192,-,83.67055504,-5.433313662,8878.697495,8635.246465,12.9025,0.0192978,12.7533,0.0232162,0.149234,0.00523741,0.0385895,0.0456638,1
125,194,-,83.66665663,-5.434435221,8987.630001,8603.74643,13.0987,0.0196919,13.2929,0.0213096,-0.19416,0.00443137,0.0389109,0.042573,1
126,196,2921,83.67603949,-5.421389977,8725.489646,8969.970619,15.6377,0.0187678,15.4564,0.00435356,0.188819,0.0260744,0.045372,0.010643,2
127,198,3146-3210,83.65505502,-5.419504305,9311.904264,9022.804336,16.5675,0.0168884,16.3777,0.00270891,0.181759,0.0193674,0.0429993,0.00645638,3
128,199,3147,83.67222295,-5.41232901,8832.181589,9224.29792,16.381,0.00612005,16.8119,0.0155997,-0.4309,0.0190686,0.015871,0.0383377,2
129,200,-,83.66537344,-5.435794811,9023.481165,8565.576472,17.5712,0.00184367,17.2534,0.0194105,0.348495,0.0553445,0.00260735,0.0274506,1
130,201,-,83.66507456,-5.421724995,9031.899737,8960.518131,17.7054,0.00483374,17.5545,0.0129238,0.149671,0.0131943,0.00683594,0.0254955,1
131,204,-,83.66948425,-5.415851584,8908.698934,9125.406345,19.3639,0.00162114,19.1555,0.0521478,0.305769,0.220368,0.00229263,0.0973988,1
132,208,-,83.65891567,-5.427284169,9203.980124,8804.441109,20.4888,0.0434819,20.1047,0.0179957,0.385917,0.0793156,0.0867195,0.0254498,1
133,209,-,83.67671148,-5.424597139,8706.697643,8879.947629,20.1738,0.361357,20.0813,0.000935997,0.0987816,0.00313707,0.884943,0.0013237,1
134,212,2948,83.67482706,-5.414887466,8759.398472,9152.492574,20.4548,0.045763,20.312,0.0157643,0.149125,0.0745112,0.108,0.0417805,2
135,215,-,83.66106672,-5.428122201,9143.866104,8780.927913,20.8749,0.0422655,20.8401,0.0257055,0.0241776,0.472498,0.0597725,0.0506401,1
136,218,-,83.67262772,-5.416508758,8820.851916,9106.973116,21.0651,0.0676939,20.9453,0.0132078,0.0732946,0.0151418,0.0957336,0.0186787,1
137,221,-,83.67274054,-5.427174808,8817.652459,8807.575068,21.1728,0.442047,21.0923,0.000361451,-0.00146437,0.625304,0.968634,0.000511169,1
138,222,3176,83.67051485,-5.413398635,8879.909857,9194.265812,21.5755,0.462848,21.2691,0.0701725,0.546781,0.552371,1.04507,0.173973,2
139,224,3224,83.65778448,-5.422875836,9235.612988,8928.178443,21.1512,0.531039,21.252,0.0183894,0.197079,0.732773,1.00712,0.0388432,2
140,225,-,83.65806582,-5.431631327,9227.706691,8682.411102,21.4552,0.0916347,21.3321,0.167997,0.213055,0.00275135,0.129591,0.332699,1
141,228,-,83.6715685,-5.420653769,8850.433361,8990.617064,21.8955,0.146372,21.3655,0.0418149,0.507501,0.125158,0.207001,0.0826054,1
142,229,295,83.7198394,-5.465314306,7501.420228,7737.144479,11.562,0.0376658,11.3781,0.00729137,0.183875,0.0370034,0.0811806,0.018405,2
143,230,413,83.73547174,-5.464146167,7064.614107,7769.96252,12.1024,0.021967,12.0134,0.0402421,0.0780843,0.0244381,0.0573797,0.0852547,2
144,231,296,83.71984458,-5.464701594,7501.27696,7754.343429,11.7663,0.0115586,11.6049,0.0136763,0.161395,0.00722924,0.0275784,0.0354691,2
145,232,416,83.74543217,-5.467563906,6786.289999,7674.03799,12.6826,0.0214991,12.6298,0.0311165,0.0561527,0.013674,0.0599365,0.0836716,2
146,233,298-1321,83.72580123,-5.481707335,7334.80014,7277.00122,12.482,0.0160515,12.3289,0.00946717,0.151892,0.0128538,0.0452538,0.0232811,3
147,234,336-2881,83.73647374,-5.443662426,7036.644145,8344.946289,12.9971,0.0165509,13.0254,0.0192985,-0.0421975,0.0034236,0.0460987,0.0578051,3
148,235,303-1328,83.72771478,-5.471686109,7281.350124,7558.302405,13.392,0.0232881,13.3614,0.0168647,0.0434782,0.00686338,0.0670452,0.0503731,3
149,236,304,83.72474603,-5.46361353,7364.319611,7784.895623,13.4788,0.00986022,13.5857,0.0120159,-0.100397,0.019723,0.0217094,0.0328875,2
150,237,338,83.72922006,-5.449690606,7239.327526,8175.722873,13.7263,0.0168743,13.8752,0.0139633,-0.138761,0.0104128,0.0449686,0.0325308,2
151,238,305-1330,83.73385373,-5.482136208,7109.798115,7264.976435,14.2714,0.0228887,14.1824,0.0153142,0.0960629,0.00543835,0.0609999,0.0317364,3
152,239,342,83.72127774,-5.44985256,7461.262067,8171.161623,15.5727,0.0136102,15.8383,0.0785002,-0.334032,0.00573722,0.0329103,0.194585,2
153,240,423-1335,83.73378746,-5.466693319,7111.67339,7698.460991,15.8524,0.0114906,15.6212,0.0146789,0.226394,0.00955091,0.0303307,0.0382061,3
154,241,2888,83.7423296,-5.443089566,6873.011053,8361.033895,16.053,0.0505961,15.8901,0.0431606,0.167668,0.0105985,0.131002,0.12395,2
155,242,425,83.74107249,-5.472436707,6908.104443,7537.252897,16.6359,0.0183796,17.0012,0.0190847,-0.323543,0.055541,0.0491161,0.051857,2
156,243,-,83.73129647,-5.456628182,7181.294358,7980.987303,17.2014,0.00204328,16.9489,0.00620537,0.269677,0.0113306,0.00288963,0.00877571,1
157,244,309,83.71803904,-5.469501124,7551.717615,7619.615733,17.39,0.0311963,17.1977,0.0660925,0.215291,0.0296262,0.065237,0.137905,2
158,245,276-314-344,83.71181097,-5.462174855,7725.763384,7825.250568,18.4634,0.0326955,18.0938,0.0186622,0.355096,0.088065,0.0750217,0.0561657,4
159,246,315-1341,83.72841765,-5.470607184,7261.712249,7588.58927,19.0686,0.124981,18.7192,0.0316962,0.303718,0.014906,0.326397,0.0777817,3
160,247,348-2899,83.73932609,-5.440892666,6956.942668,8422.697719,19.1916,0.113001,18.7745,0.0134791,0.412959,0.152259,0.360962,0.0410004,3
161,248,318-1343,83.72980593,-5.478287669,7222.907405,7372.999076,19.6838,0.132132,19.3308,0.00958116,0.292451,0.0585368,0.360001,0.0280533,3
162,249,429,83.73478098,-5.461214938,7083.919958,7852.241643,19.6846,0.00316343,19.3587,0.0269994,0.317279,0.0191564,0.00611305,0.0699997,2
163,250,325-1348,83.72033718,-5.471106397,7487.498485,7574.560463,20.4353,0.0788773,20.2858,0.0228719,0.17736,0.3171,0.225409,0.0620003,3
164,251,324-1349,83.72394988,-5.480227764,7386.533258,7318.529473,20.5295,0.160437,20.476,0.0552203,0.167305,0.378772,0.427557,0.149614,3
165,252,357,83.73401728,-5.45287362,7105.272634,8086.382823,19.895,0.106003,19.5889,0.0343923,0.280562,0.0541768,0.222036,0.068779,2
166,253,286-327-356,83.71732913,-5.457107955,7571.58244,7967.492683,20.5685,0.165014,20.5746,0.02406,-0.0586915,0.183807,0.49725,0.0853653,4
167,254,434,83.74017657,-5.468065834,6933.143964,7659.943006,20.6498,0.233927,20.3959,0.0305736,0.2834,0.252705,0.558231,0.0789261,2
168,255,437-1351,83.74119359,-5.476903694,6904.715458,7411.86391,21.2194,0.388889,20.8335,0.0897137,0.388863,0.400693,1.083,0.260368,3
169,256,360,83.73629323,-5.45116725,7041.677666,8134.284229,21.2476,0.111296,20.9854,0.0594934,0.248492,0.360832,0.25,0.119389,2
170,257,332,83.73464633,-5.477149024,7087.658909,7404.968767,21.4168,0.396028,21.0272,0.039663,0.456872,0.345924,1.02523,0.0969982,2
171,258,-,83.73404316,-5.452912857,7104.549266,8085.281458,19.9511,0.105859,19.6226,0.0967179,0.328535,0.00914148,0.149708,0.13678,1
172,259,-,83.73447447,-5.453376745,7092.496409,8072.260681,21.6186,0.422379,21.1583,0.00743808,0.505742,0.425982,0.839254,0.010519,1
173,260,-,83.72390915,-5.448708674,7387.7339,8203.276064,22.1945,0.105358,21.5432,0.00117607,0.552999,0.243243,0.148998,0.00166321,1
174,261,334,83.71138044,-5.450277204,7737.824192,8159.218807,11.4905,0.0201278,11.3232,0.0178187,0.17746,0.0139423,0.0490274,0.0416756,2
175,262,299,83.70398748,-5.47135323,7944.34638,7567.590552,12.6474,0.0253858,12.5359,0.0189341,0.101576,0.0242424,0.0700216,0.0494146,2
176,263,337-3074,83.70445574,-5.440705859,7931.350994,8427.869585,13.0848,0.076877,13.1339,0.0273942,0.0105473,0.0154752,0.211369,0.0832853,3
177,264,302,83.70443507,-5.469139847,7931.846232,7629.721947,13.2652,0.0184483,13.504,0.0191733,-0.246506,0.0290884,0.0509644,0.0521641,2
178,265,340,83.6988906,-5.442240257,8086.856966,8384.782051,15.1067,0.00873207,15.1173,0.0340529,-0.0291386,0.00877729,0.0203924,0.09272,2
