index,MainID,OtherID,RA,DEC,X_mos,Y_mos,mag130,dmag130,mag139, dmag139,color,dcolor,Delta130,Delta139,Nr_IR
1741,3159,3189-3612,83.66212266,-5.380813917,9114.58915,10108.88904,18.9699,0.0204087,18.7294,0.0178305,0.244056,0.0213981,0.0521584,0.052866,3
1742,3160,3190-3613,83.66494858,-5.379803494,9035.619065,10137.26522,19.0703,0.0462388,18.8408,0.0283411,0.209776,0.0585092,0.135862,0.0815239,3
1743,3161,-,83.6723191,-5.41000179,8829.504904,9289.623961,18.927,0.0110952,18.7568,0.0046063,0.170163,0.0156171,0.0221882,0.00894356,1
1744,3162,3191-3618,83.66241538,-5.381672931,9106.404349,10084.77765,19.6639,0.107472,19.3892,0.0266364,0.247208,0.100588,0.298527,0.0790005,3
1745,3163,3619,83.66788129,-5.39886562,8953.571836,9602.199457,19.776,0.00847832,19.568,0.0162212,0.200742,0.00954332,0.0157318,0.0391178,2
1746,3164,3218,83.65042801,-5.401030026,9441.305625,9541.358039,19.7942,0.131491,19.6264,0.0564504,0.18285,0.0998918,0.338655,0.162611,2
1747,3165,3620,83.6647409,-5.396451608,9041.343893,9669.947005,19.7667,0.0529933,19.7731,0.0285978,-0.0336021,0.0931894,0.110001,0.0643654,2
1748,3166,-,83.65968744,-5.401189774,9182.543636,9536.921222,20.2439,0.0193808,19.9927,0.0106515,0.214242,0.080953,0.0274086,0.0188675,1
1749,3167,3196,83.65221848,-5.395698822,9391.298174,9691.0159,20.2328,0.0709559,19.8899,0.0159494,0.368476,0.0287344,0.20141,0.0343704,2
1750,3168,-,83.66271425,-5.401083785,9097.957948,9539.910988,20.1549,0.308156,20.0036,0.0329806,0.33711,0.132781,0.606245,0.0642662,1
1751,3170,3623,83.66521251,-5.389754811,9028.196163,9857.930114,21.0167,0.333572,20.5876,0.0180594,0.39197,0.285934,0.881414,0.0447445,2
1752,3172,-,83.66569996,-5.415628371,9014.451831,9131.654767,20.4675,0.0374102,20.172,0.0283362,0.295584,0.00907405,0.052906,0.0400734,1
1753,3173,3625,83.67204159,-5.399122178,8837.307986,9595.016243,20.8603,0.271582,20.8017,0.135781,0.214802,0.297324,0.632,0.324619,2
1754,3175,3203,83.65341454,-5.387567806,9357.915976,9919.262071,21.22,0.141421,21.2233,0.110648,0.328238,0.563915,0.199999,0.257999,2
1755,3177,-,83.6534164,-5.415828955,9357.714707,9125.963882,20.4521,0.00723847,20.3787,0.295388,0.0120888,0.195245,0.0102367,0.579159,1
1756,3179,3395-3462,83.63988879,-5.36909355,9736.020328,10437.76617,13.0924,0.00744911,13.1148,0.0141199,-0.0286521,0.00575032,0.0229836,0.0400248,3
1757,3181,3399-3562,83.6518403,-5.362741581,9402.043151,10616.1338,16.8403,0.0731387,16.8088,0.0875349,0.0314619,0.0355998,0.177298,0.238848,3
1758,3184,3566-3604,83.65765807,-5.379946864,9239.363733,10133.20572,18.2915,0.0330697,18.0251,0.00449058,0.271545,0.0319378,0.0829983,0.0106354,3
1759,3185,3565-3605,83.65724485,-5.376597463,9250.929038,10227.22236,18.2692,0.026599,18.0561,0.0130676,0.201581,0.0176977,0.0799999,0.032999,3
1760,3186,3567-3606,83.65494938,-5.373680188,9315.095322,10309.09959,18.0458,0.0100862,18.4458,0.0120919,-0.382967,0.0155026,0.028204,0.0310001,3
1761,3195,-,83.64248167,-5.382167696,9663.480758,10070.78549,19.9346,0.18895,19.8791,0.0319089,0.055572,0.195798,0.409592,0.0670013,1
1762,3198,3419-3575,83.64869019,-5.361609751,9490.087006,10647.88796,20.4438,0.201308,20.2618,0.0316808,0.194657,0.0840602,0.66489,0.0869999,3
1763,3199,3418-3481,83.63745959,-5.368623362,9803.912324,10450.95034,20.6646,0.0386111,20.2245,0.0343665,0.45279,0.050847,0.106556,0.0860004,3
1764,3200,3576-3622,83.65532126,-5.373214573,9304.704826,10322.17143,20.51,0.25724,20.3539,0.0311263,0.310663,0.211805,0.78957,0.0764351,3
1765,3202,3423-3489,83.63345543,-5.370112585,9915.808445,10409.12339,21.0201,0.176594,21.0092,0.0448952,-0.0203588,0.274675,0.442398,0.115,3
1766,3204,-,83.64518804,-5.376301492,9587.880212,10235.46686,21.2304,0.390943,20.9581,0.00302109,0.534001,0.00707123,0.816959,0.00427246,1
1767,3206,3584-3626,83.65605906,-5.374199014,9284.080468,10294.54161,21.3348,0.39972,21.2621,0.123897,-0.0599979,0.36719,1.00378,0.38759,3
1768,3211,-,83.642404,-5.41638811,9665.452989,9110.208158,18.1726,0.0121167,17.6115,0.0135059,0.561018,0.00138916,0.0171356,0.0191002,1
1769,3213,-,83.65649143,-5.407537432,9271.825642,9358.724865,18.3183,0.00752439,18.274,0.00128801,0.0397625,0.0152214,0.0106411,0.00182152,1
1770,3221,-,83.63342081,-5.420742995,9916.461116,8987.912175,20.466,6.34E-05,20.0801,0.0355328,0.385919,0.0354694,8.96E-05,0.050251,1
1771,3226,3278-3317-3357,83.58661839,-5.391392305,11224.59485,9811.459023,13.0313,0.0167498,13.0273,0.0180586,0.00546918,0.00864883,0.0518875,0.0605907,4
1772,3227,3320,83.57205811,-5.379965982,11631.60488,10132.07564,13.958,0.0174954,14.1,0.0200429,-0.137003,0.0077783,0.0349541,0.0484571,2
1773,3228,-,83.56289329,-5.383257634,11887.70179,10039.59417,14.7268,0.00608533,14.6714,0.00822302,0.0569347,0.00305515,0.00860596,0.0116291,1
1774,3229,3321,83.57189972,-5.376845902,11636.05989,10219.65613,15.0374,0.0051372,14.9473,0.0059972,0.0945986,0.0130334,0.0117264,0.0141268,2
1775,3230,3361,83.56478215,-5.404551585,11834.71375,9441.881933,16.001,0.0136011,15.8579,0.0176331,0.152103,0.0148592,0.0340004,0.053009,2
1776,3231,3322,83.57660061,-5.381969925,11504.63845,10075.86407,16.0213,0.0232828,15.9992,0.0184835,0.0362144,0.00770562,0.0638828,0.0459995,2
1777,3232,-,83.56895924,-5.382277523,11718.1873,10067.16195,16.2107,0.0345506,16.0306,0.00197045,0.150707,0.00967017,0.0679169,0.00278664,1
1778,3233,-,83.56865525,-5.396473292,11726.55162,9668.678271,17.2799,0.00845855,17.098,0.034167,0.20003,0.0041985,0.0168457,0.0671844,1
1779,3234,3363,83.56939438,-5.409012664,11705.78047,9316.70002,17.7486,0.0197451,17.4227,0.00752979,0.264743,0.0862761,0.0539989,0.0106487,2
1780,3235,3324,83.57381705,-5.36909384,11582.54602,10437.27673,17.8718,0.0197548,17.6427,0.021574,0.227388,0.0103067,0.0471039,0.0480213,2
1781,3236,-,83.56326178,-5.393684936,11877.30468,9746.898941,17.8899,0.0127331,17.732,0.0302435,0.180936,0.060035,0.0180073,0.0592556,1
1782,3237,3325,83.57079228,-5.36780785,11667.09205,10473.34824,17.9722,0.0132774,17.7577,0.0395785,0.243631,0.02173,0.0305176,0.105,2
1783,3238,3283-3326-3364,83.58372303,-5.38753613,11305.54231,9919.67926,18.5308,0.0355451,18.1631,0.0256379,0.358089,0.0224317,0.104904,0.0749454,4
1784,3239,-,83.5525578,-5.390810052,12176.46987,9827.495812,18.3929,0.192253,18.3009,0.00600576,-0.0283451,0.0160441,0.271887,0.00849342,1
1785,3240,-,83.56552108,-5.372549992,11814.36416,10340.18653,18.744,0.0269322,18.5156,0.0136124,0.228418,0.0133198,0.0380878,0.0192509,1
1786,3241,3290-3330-3371,83.59246364,-5.384557818,11061.29746,10003.35295,19.2254,0.035035,18.8534,0.0145203,0.365742,0.0450628,0.103001,0.0478344,4
1787,3242,3332,83.57755295,-5.378801918,11478.05173,10164.79953,19.374,0.0422131,19.1555,0.0214481,0.225997,0.0748345,0.0956516,0.0444069,2
1788,3243,3294-3333-3373,83.5909437,-5.386092395,11103.76196,9960.264644,19.5187,0.0438243,19.2268,0.0251144,0.30453,0.0770962,0.127728,0.0858421,4
1789,3244,-,83.56524604,-5.386154674,11821.92284,9958.294845,19.309,0.0226217,19.1267,0.0296532,0.166151,0.00869911,0.031992,0.0582924,1
1790,3245,3374,83.57225418,-5.404519882,11625.9025,9442.83979,19.4746,0.0584297,19.3164,0.057584,0.186937,0.0674962,0.138453,0.150574,2
1791,3246,3298-3338-3377,83.59264022,-5.385339183,11056.35616,9981.421163,19.6914,0.147899,19.3357,0.00906411,0.294169,0.178829,0.452976,0.0293503,4
1792,3247,3293-3335-3375,83.58108452,-5.388291493,11379.27293,9898.453692,19.6547,0.0326131,19.3694,0.0538824,0.301293,0.0366151,0.0929985,0.166,4
1793,3248,-,83.55664105,-5.382024246,12062.44376,10074.15677,19.7721,0.0450816,19.5425,0.0108391,0.226854,0.0313195,0.063755,0.0194626,1
1794,3249,3376,83.58188453,-5.395669254,11356.85185,9691.363932,19.6245,0.137764,19.5414,0.0179515,0.0924232,0.0643904,0.393974,0.0459995,2
1795,3250,3378,83.57248297,-5.398699784,11619.56169,9606.214195,19.7667,0.0797055,19.626,0.0189943,0.148206,0.0861365,0.163,0.0456791,2
1796,3251,3339,83.5709395,-5.377251134,11662.89134,10208.27256,19.8879,0.0694834,19.7275,0.0288564,0.152907,0.081929,0.191685,0.0839996,2
1797,3252,-,83.56224671,-5.381455222,11905.78881,10090.1826,20.3043,0.0386416,19.9146,0.0217235,0.303343,0.130733,0.0546474,0.0427704,1
1798,3253,3300-3344-3381,83.591587,-5.390792836,11085.74561,9828.326718,20.2815,0.131403,20.0347,0.0272211,0.241237,0.133642,0.377024,0.0892353,4
1799,3254,3299-3342-3379,83.58271949,-5.391909341,11333.55032,9796.913148,20.1456,0.119553,19.8684,0.0230958,0.251673,0.165103,0.358351,0.0699997,4
1800,3255,-,83.57084683,-5.386858557,11665.39337,9938.587443,20.3559,0.0422682,21.7428,0.0789083,-1.38691,0.0366401,0.0597763,0.111593,1
1801,3256,3345,83.58391965,-5.376309139,11300.14331,10234.82689,20.457,0.0375615,20.2682,0.0403744,0.142793,0.080413,0.0913849,0.109871,2
1802,3257,3384,83.56167931,-5.40226239,11921.44672,9506.111571,20.4407,0.149832,20.3189,0.058301,0.105792,0.165499,0.377001,0.151627,2
1803,3258,-,83.57713176,-5.38821401,11489.73928,9900.594738,20.5274,0.0376881,20.2934,0.027179,0.218311,0.0391581,0.053299,0.0480804,1
1804,3259,-,83.55929566,-5.37982605,11988.27711,10135.88639,20.8345,0.268429,20.542,0.00707123,0.306149,0.245289,0.536489,0.0100002,1
1805,3260,-,83.56262088,-5.396887416,11895.18493,9656.998058,20.5655,0.774766,20.0457,0.465172,0.519741,0.309986,1.74384,1.04624,1
1806,3261,-,83.56360501,-5.384154642,11867.80303,10014.42139,20.8504,0.0203262,20.3302,0.0420867,0.541767,0.047752,0.0287457,0.0840893,1
1807,3262,3389,83.57410935,-5.39895322,11574.10833,9599.114553,21.1564,0.432208,20.9507,0.0903096,0.232815,0.203216,1.13604,0.278061,2
1808,3263,-,83.55510682,-5.378859131,12105.35189,10162.98815,20.1907,0.431348,20.8448,0.155937,-0.430611,0.127901,0.860706,0.282578,1
1809,3264,3350,83.57710851,-5.365097009,11490.59373,10549.49815,21.3142,0.303553,21.0465,0.132693,0.173062,0.132782,0.832857,0.330919,2
1810,3265,-,83.55302935,-5.393546556,12163.26443,9750.685602,21.5247,0.422892,21.1235,0.0120344,0.121501,0.127985,0.835018,0.0170193,1
1811,3266,3354,83.57076313,-5.371951423,11667.86882,10357.0361,21.5295,0.427184,21.2309,0.0468619,0.318838,0.420434,0.950998,0.104,2
1812,3267,-,83.56520297,-5.409441427,11822.90749,9304.626087,20.9339,0.109092,20.8206,0.0106817,0.113307,0.119774,0.15428,0.0151062,1
1813,3268,-,83.56543236,-5.405707632,11816.53214,9409.437262,21.0091,0.0112144,21.632,0.0340528,-0.640439,0.033147,0.0158596,0.068018,1
1814,3269,-,83.5584009,-5.392760568,12013.15714,9772.800508,21.1041,1.09899,20.4661,0.0875009,0.473282,0.285613,2.67654,0.123745,1
1815,3270,-,83.56994251,-5.377135301,11690.75529,10211.5151,21.2259,0.0366509,21.2932,0.0011356,-0.218095,0.262581,0.0518322,0.00160599,1
1816,3271,-,83.5658157,-5.405455332,11805.8218,9416.522958,22.1855,0.49851,21.6615,0.00636451,0.524,0.492146,0.705,0.00900078,1
1817,3272,-,83.57718053,-5.39301129,11488.3339,9765.933664,21.6746,0.100908,21.7193,0.0287394,-0.121174,0.0214605,0.142706,0.0406437,1
1818,3281,3465,83.61401697,-5.372442487,10459.04209,10343.59556,15.8769,0.00437858,15.6532,0.00165823,0.224305,0.0235159,0.00811481,0.00329113,2
1819,3284,3469,83.61411418,-5.372704053,10456.32363,10336.25398,18.5776,0.0345197,18.3741,0.0249563,0.203548,0.0119499,0.0723419,0.0543861,2
1820,3285,3366,83.59958458,-5.398561493,10862.18221,9610.320454,18.7955,0.0475442,18.2643,0.0470252,0.429958,0.148025,0.110365,0.10948,2
1821,3287,3369,83.59372278,-5.40485204,11025.94503,9433.696954,19.0014,0.0171692,18.5937,0.0165714,0.380786,0.0103912,0.0340004,0.0346451,2
1822,3288,3329,83.59666818,-5.38022411,10943.82935,10125.03483,19.094,0.0388676,18.827,0.0150132,0.256463,0.0206458,0.0945892,0.0419998,2
1823,3289,3328-3472,83.61276216,-5.372477541,10494.11006,10342.60282,19.1349,0.0375786,18.8377,0.0144048,0.275569,0.0550667,0.0990009,0.0419998,3
1824,3291,-,83.60836016,-5.386077297,10617.03286,9960.821462,19.1777,0.00800992,18.8574,0.0133535,0.320223,0.00534355,0.0113277,0.0188847,1
1825,3292,3475,83.61450886,-5.373132072,10445.29044,10324.24209,19.3697,0.0367908,19.0708,0.0328585,0.281995,0.00467847,0.0919991,0.0799999,2
1826,3295,3336-3477,83.60952782,-5.372251669,10584.50227,10348.92018,19.7155,0.0740181,19.4034,0.0290911,0.309763,0.0945547,0.238001,0.0827351,3
1827,3296,3337-3478,83.60566382,-5.379676826,10692.43419,10140.46526,19.7091,0.050212,19.5231,0.0249109,0.196597,0.0515246,0.126198,0.0819988,3
1828,3297,-,83.60250506,-5.386789795,10780.6569,9940.778227,19.7339,0.00121653,19.4455,0.00490926,0.288332,0.00612579,0.00172043,0.00694275,1
1829,3301,3343,83.59572675,-5.384581339,10970.10453,10002.71847,20.3644,0.198987,19.9548,0.00744106,0.403411,0.192569,0.490358,0.0213509,2
1830,3302,3386,83.60021691,-5.41117077,10844.41334,9256.378678,20.7715,0.0376931,20.4404,0.0508018,0.351307,0.114697,0.0853119,0.109797,2
1831,3303,-,83.59825464,-5.397277876,10899.3587,9646.341785,21.018,0.189502,20.3201,0.134504,0.786742,0.145221,0.376253,0.248163,1
1832,3304,-,83.60009024,-5.378666792,10848.20575,10168.77561,20.8392,0.0237101,20.7355,0.0106062,0.078392,0.0489443,0.0335312,0.0149994,1
1833,3306,3392,83.59366211,-5.405024932,11027.63896,9428.843321,21.239,0.410976,21.0019,0.231119,0.287902,0.233271,0.938,0.598106,2
1834,3307,3391,83.59445863,-5.395368913,11005.45731,9699.897438,21.531,0.103524,20.7812,0.170832,0.627427,0.119792,0.212999,0.535387,2
1835,3308,3352,83.60992045,-5.377799277,10573.48894,10193.19964,21.062,0.0611865,21.2555,0.0437075,-0.167509,0.166586,0.137999,0.111,2
1836,3309,3390,83.59909428,-5.403215864,10875.84769,9479.66691,21.1598,0.0708277,20.9575,0.0775628,0.225345,0.288152,0.138,0.202934,2
1837,3310,-,83.60146761,-5.377387985,10809.72245,10204.68262,21.3804,0.483775,21.3329,0.0464025,0.047461,0.445036,0.937,0.109388,1
1838,3311,3490,83.61130192,-5.380237771,10534.86337,10124.76008,21.3836,0.231538,21.1884,0.0324564,0.335895,0.391393,0.556515,0.0820007,2
1839,3312,-,83.61281882,-5.379008518,10492.47978,10159.27635,22.7715,0.286379,21.1776,0.0213983,1.5915,0.25668,0.405001,0.0419998,1
1840,3313,-,83.61464472,-5.396392485,10441.32839,9671.315308,21.775,0.876812,21.0035,0.367706,0.7395,0.362746,1.24,0.726999,1
1841,3314,3353,83.60327322,-5.38051512,10759.2374,10116.91635,21.6006,0.0538016,21.3558,0.0633396,0.22459,0.0505087,0.120508,0.153,2
1842,3315,3429-3459,83.60396453,-5.36818934,10740.01121,10462.91072,9.54925,0.0212027,9.57523,0.167072,-0.0532998,0.15211,0.0629997,0.438096,3
1843,3316,3430-3461,83.60321577,-5.369544442,10760.92663,10424.86691,12.5831,0.0162404,12.5225,0.00531522,0.0566564,0.0118689,0.0486612,0.0152311,3
1844,3318,-,83.59327098,-5.374120491,11038.81945,10296.33908,13.1732,0.0104184,13.3726,0.0106983,-0.19132,0.0116323,0.0204964,0.0257025,1
1845,3319,3431-3463,83.60692108,-5.365983118,10657.39981,10524.86191,13.4969,0.0122799,13.6546,0.0145794,-0.146581,0.00941099,0.0387611,0.0440674,3
1846,3323,-,83.58560879,-5.358330576,11253.08885,10739.50654,16.773,0.00697237,16.7936,0.00791417,-0.0510111,0.0356513,0.0139446,0.0111923,1
1847,3327,-,83.58247535,-5.365491523,11340.60019,10538.46968,18.5492,0.0133963,18.2883,0.00443788,0.247949,0.000709065,0.029789,0.00886154,1
1848,3331,3437,83.59387117,-5.358245296,11022.17393,10741.96689,19.507,0.0574811,19.1161,0.0193216,0.411149,0.0775065,0.132755,0.0563908,2
1849,3334,-,83.59118192,-5.379774295,11097.15629,10137.618,19.5116,0.0982781,19.1834,0.00514798,0.304047,0.0597314,0.195135,0.00728035,1
1850,3340,-,83.59364828,-5.37657913,11028.25517,10227.32712,20.0245,0.000648726,19.7319,0.0139681,0.297151,0.0202866,0.000917435,0.0266285,1
1851,3341,3441-3479,83.59913688,-5.366649381,10874.94303,10506.10162,20.0386,0.119771,19.7972,0.00396742,0.20574,0.147254,0.341919,0.0108471,3
1852,3346,3445,83.59245114,-5.35579358,11061.88076,10810.77638,20.4183,0.0264099,20.419,0.0410983,-0.0255446,0.033356,0.0521812,0.105999,2
1853,3347,-,83.585446,-5.359647208,11257.62734,10702.54678,20.7585,0.0134344,20.5052,0.0279806,0.312942,0.0758412,0.0189991,0.0484638,1
1854,3348,3447,83.59179029,-5.358870234,11080.32505,10724.40816,21.1119,0.111802,20.7915,0.0151468,0.583202,0.441834,0.158112,0.0319996,2
1855,3349,3448,83.59225376,-5.355822894,11067.39689,10809.95197,21.2653,0.119654,20.8248,0.0811437,0.502303,0.195694,0.255999,0.189175,2
1856,3351,-,83.57065304,-5.377017129,11670.89918,10214.83861,21.3761,0.200222,21.1125,0.0106075,0.302297,0.135371,0.393803,0.0150013,1
1857,3355,3455,83.59814345,-5.37144636,10902.6692,10371.44098,21.8063,0.470322,21.1099,0.0098003,0.649969,0.47433,1.21768,0.0172062,2
1858,3358,-,83.58742837,-5.413460866,11201.77428,9191.993359,13.301,0.0100184,13.2792,0.0126224,0.0198072,0.00204114,0.0200367,0.0235863,1
1859,3359,-,83.59308825,-5.409410098,11043.64031,9305.74566,14.2222,0.0264023,14.0504,0.0246475,0.169988,0.00101857,0.0580006,0.0569992,1
1860,3360,-,83.58662025,-5.418596953,11224.31424,9047.81498,16.0283,0.00209811,15.7112,0.0113118,0.319532,0.0136063,0.00411034,0.021843,1
1861,3362,-,83.58112216,-5.40142314,11378.10729,9529.843767,17.4382,0.0145109,17.243,0.00288622,0.201143,0.00996012,0.0289993,0.00408173,1
1862,3365,-,83.58147152,-5.422843574,11368.15896,8928.567616,18.6806,0.0120822,18.3468,0.0133376,0.333802,0.00800675,0.0222645,0.0266724,1
1863,3367,-,83.57639929,-5.414188615,11509.97853,9171.471533,18.6694,0.0178015,18.4984,0.0131845,0.188585,0.0235932,0.0251751,0.0252571,1
1864,3368,-,83.58458526,-5.411002051,11281.24664,9260.989542,18.971,0.0290769,18.5751,0.0111842,0.39583,0.018329,0.0568581,0.0223675,1
1865,3370,-,83.56407606,-5.404320153,11854.44801,9448.371766,18.9054,0.0451944,18.8217,0.00323013,0.0772737,0.038339,0.0900002,0.0045681,1
1866,3372,-,83.56893898,-5.41212234,11718.47802,9229.406108,19.2745,0.0106696,19.1582,0.0128636,0.139857,0.0286509,0.015089,0.0230007,1
1867,3380,-,83.58864697,-5.413694155,11167.71825,9185.454862,19.9283,0.0391878,19.7942,0.0622017,0.184617,0.0297641,0.0554199,0.122271,1
1868,3382,-,83.58478965,-5.399485593,11275.63266,9584.262307,20.2935,0.12028,20.158,0.0166524,0.135532,0.126913,0.24052,0.0328865,1
1869,3383,-,83.58931893,-5.382544352,11149.19802,10059.84643,20.5155,0.0106075,20.1445,0.331633,0.371,0.342241,0.0150013,0.469,1
1870,3385,-,83.58063187,-5.416901512,11391.67444,9095.356173,20.3622,0.0370933,20.25,0.170173,0.202829,0.148866,0.0524578,0.33003,1
1871,3387,-,83.59041945,-5.410197045,11118.21463,9283.634352,20.828,0.0786229,20.8468,0.0314747,-0.0188351,0.0513111,0.15414,0.0569992,1
1872,3388,-,83.58253683,-5.405446878,11338.53856,9416.907985,20.768,0.0975797,20.3436,0.0305049,0.42443,0.128085,0.137999,0.0431404,1
1873,3393,3460,83.62975471,-5.365511542,10019.2624,10538.25351,12.2197,0.0119462,12.086,0.00747005,0.136914,0.000531997,0.0300732,0.0188627,2
1874,3394,-,83.63610721,-5.352054742,9841.808618,10916.0294,12.3813,0.00960049,12.2589,0.000207026,0.131694,0.00146469,0.0190754,0.000292778,1
1875,3396,3558,83.66140313,-5.356997869,9134.814493,10777.4096,13.873,0.0200664,13.6474,0.0118069,0.225615,0.0109179,0.0520096,0.029644,2
1876,3397,3492-5068,83.6354063,-5.341617936,9861.461665,11208.9904,13.8633,0.00793387,14.0519,0.0175254,-0.195247,0.0193251,0.0229378,0.0475674,3
1877,3398,3464,83.62702675,-5.365558921,10095.50147,10536.90637,14.1327,0.0202777,14.2049,0.0247981,-0.0619219,0.0139525,0.0514364,0.0679998,2
1878,3400,3466,83.6300344,-5.354662529,10011.51496,10842.79099,17.2338,0.00782089,16.9475,0.00345996,0.286678,0.0381113,0.0188255,0.00799751,2
1879,3401,3495,83.63277094,-5.346863455,9935.083154,11061.73076,17.382,0.16555,17.3199,0.0511224,0.0906673,0.210386,0.373482,0.119745,2
1880,3403,3564,83.65598371,-5.361055671,9286.254168,10663.47912,18.0912,0.0308268,17.5769,0.288598,0.659386,0.460345,0.0765324,0.612238,2
1881,3404,5073,83.64294473,-5.350899034,9650.720431,10948.51002,18.1579,0.00578187,17.965,0.00428046,0.193493,0.00213364,0.0081768,0.00899887,2
1882,3405,3470,83.62816458,-5.357520793,10063.75417,10762.54675,18.7964,0.0865975,18.4651,0.00647735,0.335962,0.0592793,0.23081,0.0154705,2
1883,3407,3436-3473-3497,83.61987188,-5.348971134,10295.57513,11002.48524,19.1897,0.0198839,18.8161,0.00695386,0.374703,0.0506933,0.0482254,0.0179996,4
1884,3408,3438-3474-3499,83.62320716,-5.352562514,10202.33615,10901.69575,19.3132,0.0169527,18.9445,0.0201153,0.333981,0.0357609,0.0450535,0.0566921,4
1885,3409,3569,83.66273294,-5.355670289,9097.655627,10814.68154,19.3749,0.0871308,19.1821,0.0337405,0.192797,0.0837417,0.176001,0.0790462,2
1886,3410,3439-3476-3501,83.62207505,-5.354800449,10233.96127,10838.86867,19.57,0.0483541,19.2507,0.0219173,0.315338,0.0332497,0.152781,0.0662003,4
1887,3411,5083,83.64265037,-5.350792408,9658.947695,10951.50143,19.7371,0.111782,19.5069,0.0044872,0.226547,0.115785,0.227591,0.010519,2
1888,3412,3573,83.65932712,-5.353218931,9192.853311,10883.47565,19.7423,0.0404679,19.5836,0.0560092,0.155856,0.0398219,0.0709991,0.156458,2
1889,3413,3572,83.65759067,-5.350711315,9241.396071,10953.85679,19.8189,0.0560283,19.5656,0.015999,0.273429,0.0640235,0.127489,0.0490856,2
1890,3414,3570,83.65895369,-5.355505812,9203.278408,10819.28029,19.6187,0.154638,19.2543,0.182229,0.289396,0.2582,0.348856,0.471035,2
1891,3415,3571,83.66257989,-5.355776929,9101.932517,10811.68739,19.6929,0.00720475,19.5575,0.026287,0.157092,0.00443156,0.0101891,0.0523891,2
1892,3416,3574,83.65939167,-5.355134506,9191.03955,10829.70513,19.9653,0.0237377,19.797,0.0176604,0.177999,0.0425596,0.0432415,0.0415554,2
1893,3417,3442-3480-3505,83.62318509,-5.357032286,10202.92303,10776.2274,20.3266,0.0364982,19.9779,0.0263477,0.312114,0.0976344,0.0953808,0.0810623,4
1894,3420,3446-3483,83.62159919,-5.360031288,10247.22499,10692.03387,21.1317,0.288613,20.6191,0.0424116,0.384269,0.16078,0.840611,0.114,3
1895,3421,3580,83.65662453,-5.350215232,9268.400462,10967.7772,21.0724,0.225162,20.9134,0.203599,0.240673,0.162001,0.63851,0.535288,2
1896,3422,3511,83.63325624,-5.345924295,9921.525712,11088.09632,21.3877,0.31865,21.1575,0.115852,0.168592,0.390606,0.785469,0.347,2
1897,3424,-,83.65153028,-5.343007756,9410.81341,11170.06768,20.6679,0.0680581,20.4901,0.0309284,0.148155,0.0575867,0.0962486,0.0437393,1
1898,3425,-,83.63472058,-5.342178009,9880.622966,11193.26484,21.5978,0.018635,21.2081,0.101988,0.523814,0.218803,0.0263538,0.194796,1
1899,3426,5097,83.6417275,-5.343692955,9684.781634,11150.78052,21.293,0.0311131,21.4406,0.0183502,0.105963,0.598781,0.0440006,0.0430012,2
1900,3427,-,83.64839028,-5.340041623,9498.58775,11253.31155,21.9798,0.77382,21.3907,0.0413956,0.833,0.103238,1.42672,0.0585423,1
1901,3428,-,83.6404758,-5.334401574,9719.81919,11411.58615,21.9885,0.355675,21.6015,0.0908835,0.365,0.472347,0.503,0.164999,1
1902,3432,3493,83.61163088,-5.328170472,10526.04673,11586.31235,14.4183,0.00956254,14.6507,0.00628573,-0.230454,0.0021806,0.0241013,0.0163517,2
1903,3433,3494,83.61083257,-5.341818806,10548.25958,11203.19197,16.9575,0.0211013,16.6263,0.0149622,0.329992,0.0658023,0.0491047,0.0341263,2
1904,3434,3496,83.61954065,-5.345554148,10304.85587,11098.39919,17.9301,0.00354912,17.7102,0.105339,0.228855,0.0590729,0.00657272,0.271538,2
1905,3435,3468,83.61219031,-5.365952434,10510.13875,10525.76095,18.1788,0.0130556,17.8258,0.014236,0.384711,0.0342392,0.02775,0.0364285,2
1906,3440,3502,83.60809755,-5.341569333,10624.70127,11210.17527,19.9051,0.210164,19.5803,0.104635,0.30066,0.123087,0.5931,0.282982,2
1907,3443,3504,83.61646561,-5.336726049,10390.86019,11346.18691,20.2903,0.222036,19.9632,0.0318681,0.17391,0.214253,0.627615,0.0853081,2
1908,3444,3506,83.60822685,-5.337049047,10621.12094,11337.06261,20.374,0.548829,20.1599,0.103446,0.366222,0.383889,1.50737,0.265921,2
1909,3449,-,83.59800602,-5.34034401,10906.75482,11244.49575,21.4412,0.362848,21.212,0.00989945,0.294482,0.278536,0.725277,0.0139999,1
1910,3450,-,83.6107756,-5.350371772,10549.78959,10963.10623,21.1858,0.0539763,21.2826,0.0830633,-0.141641,0.0122206,0.076334,0.164,1
1911,3451,3510,83.61417299,-5.331894691,10454.97035,11481.78953,21.3537,0.581361,20.5856,0.208868,0.47979,0.953801,1.47708,0.555,2
1912,3452,3512,83.62312249,-5.343144777,10204.76552,11166.05484,21.5432,0.299131,21.1118,0.104849,0.426587,0.240832,0.702999,0.267118,2
1913,3453,-,83.58990387,-5.348665203,11133.1304,11010.85268,21.1743,0.730305,21.079,0.00141479,0.105588,0.161524,1.7716,0.00200081,1
1914,3454,3486,83.61513337,-5.35716498,10427.95012,10772.44862,21.2007,0.263004,21.254,0.0951223,-0.00141182,0.112159,0.704161,0.234043,2
1915,3456,3509,83.60350415,-5.332161955,10753.15187,11474.21108,21.535,0.536348,20.9675,0.144892,0.445252,0.596572,1.30834,0.354,2
